time,lat,lon,GHI,model_index
2018-07-15 06:00:00,62.0,9.0,233.71664,6.0
2018-07-15 07:00:00,62.0,9.0,441.2902,6.0
2018-07-15 08:00:00,62.0,9.0,577.3972,6.0
2018-07-15 09:00:00,62.0,9.0,680.3408,6.0
2018-07-15 10:00:00,62.0,9.0,752.66095,6.0
2018-07-15 11:00:00,62.0,9.0,784.4529,6.0
2018-07-15 12:00:00,62.0,9.0,744.68774,6.0
2018-07-15 13:00:00,62.0,9.0,587.7752,6.0
2018-07-15 14:00:00,62.0,9.0,452.34265,6.0
2018-07-15 15:00:00,62.0,9.0,420.48914,6.0
2018-07-15 16:00:00,62.0,9.0,271.81024,6.0
2018-07-15 17:00:00,62.0,9.0,182.25574,6.0
2018-07-15 18:00:00,62.0,9.0,129.8481,6.0
2018-07-15 19:00:00,62.0,9.0,96.39661,6.0
2018-07-15 20:00:00,62.0,9.0,50.68225,6.0
2018-07-15 21:00:00,62.0,9.0,0.0,4.0
2018-07-15 22:00:00,62.0,9.0,0.0,4.0
2018-07-15 23:00:00,62.0,9.0,0.0,4.0
2018-07-16 00:00:00,62.0,9.0,0.0,4.0
2018-07-16 01:00:00,62.0,9.0,0.0,4.0
2018-07-16 02:00:00,62.0,9.0,0.0,4.0
2018-07-16 03:00:00,62.0,9.0,15.480837,5.0
2018-07-16 04:00:00,62.0,9.0,91.97786,6.0
2018-07-16 05:00:00,62.0,9.0,187.89836,6.0
2018-07-16 06:00:00,62.0,9.0,297.06635,6.0
2018-07-16 07:00:00,62.0,9.0,453.60965,6.0
2018-07-16 08:00:00,62.0,9.0,579.9271,6.0
2018-07-16 09:00:00,62.0,9.0,686.1695,6.0
2018-07-16 10:00:00,62.0,9.0,765.0377,6.0
2018-07-16 11:00:00,62.0,9.0,802.45374,6.0
2018-07-16 12:00:00,62.0,9.0,806.05035,6.0
2018-07-16 13:00:00,62.0,9.0,774.3245,6.0
2018-07-16 14:00:00,62.0,9.0,716.67224,6.0
2018-07-16 15:00:00,62.0,9.0,628.15466,6.0
2018-07-16 16:00:00,62.0,9.0,503.2097,6.0
2018-07-16 17:00:00,62.0,9.0,389.86273,6.0
2018-07-16 18:00:00,62.0,9.0,260.2752,6.0
2018-07-16 19:00:00,62.0,9.0,138.3892,6.0
2018-07-16 20:00:00,62.0,9.0,53.91667,6.0
2018-07-16 21:00:00,62.0,9.0,6.6171627,5.0
2018-07-16 22:00:00,62.0,9.0,0.0,4.0
2018-07-16 23:00:00,62.0,9.0,0.0,4.0
2018-07-17 00:00:00,62.0,9.0,0.0,4.0
2018-07-17 01:00:00,62.0,9.0,0.0,4.0
2018-07-17 02:00:00,62.0,9.0,0.0,4.0
2018-07-17 03:00:00,62.0,9.0,20.406176,5.0
2018-07-17 04:00:00,62.0,9.0,93.817154,6.0
2018-07-17 05:00:00,62.0,9.0,182.42026,6.0
2018-07-17 06:00:00,62.0,9.0,335.58405,6.0
2018-07-17 07:00:00,62.0,9.0,391.45306,3.0
2018-07-17 08:00:00,62.0,9.0,498.7566,6.0
2018-07-17 09:00:00,62.0,9.0,475.19113,6.0
2018-07-17 10:00:00,62.0,9.0,354.64166,6.0
2018-07-17 11:00:00,62.0,9.0,249.93292,6.0
2018-07-17 12:00:00,62.0,9.0,273.8377,6.0
2018-07-17 13:00:00,62.0,9.0,203.37158,6.0
2018-07-17 14:00:00,62.0,9.0,348.3798,6.0
2018-07-17 15:00:00,62.0,9.0,446.51825,6.0
2018-07-17 16:00:00,62.0,9.0,394.0119,6.0
2018-07-17 17:00:00,62.0,9.0,216.95361,6.0
2018-07-17 18:00:00,62.0,9.0,131.90848,6.0
2018-07-17 19:00:00,62.0,9.0,62.958267,6.0
2018-07-17 20:00:00,62.0,9.0,12.219717,5.0
2018-07-17 21:00:00,62.0,9.0,0.0,4.0
2018-07-17 22:00:00,62.0,9.0,0.0,4.0
2018-07-17 23:00:00,62.0,9.0,0.0,4.0
2018-07-18 00:00:00,62.0,9.0,0.0,4.0
2018-07-18 01:00:00,62.0,9.0,0.0,4.0
2018-07-18 02:00:00,62.0,9.0,0.0,4.0
2018-07-18 03:00:00,62.0,9.0,3.0,4.0
2018-07-18 04:00:00,62.0,9.0,11.500563,5.0
2018-07-18 05:00:00,62.0,9.0,70.58667,6.0
2018-07-18 06:00:00,62.0,9.0,99.69441,6.0
2018-07-18 07:00:00,62.0,9.0,118.97365,6.0
2018-07-18 08:00:00,62.0,9.0,207.65358,6.0
2018-07-18 09:00:00,62.0,9.0,172.50546,6.0
2018-07-18 10:00:00,62.0,9.0,153.34155,6.0
2018-07-18 11:00:00,62.0,9.0,237.11763,6.0
2018-07-18 12:00:00,62.0,9.0,331.75424,6.0
2018-07-18 13:00:00,62.0,9.0,488.45438,6.0
2018-07-18 14:00:00,62.0,9.0,438.339,6.0
2018-07-18 15:00:00,62.0,9.0,328.27527,6.0
2018-07-18 16:00:00,62.0,9.0,192.12897,6.0
2018-07-18 17:00:00,62.0,9.0,148.57817,6.0
2018-07-18 18:00:00,62.0,9.0,94.29639,6.0
2018-07-18 19:00:00,62.0,9.0,53.794933,5.0
2018-07-18 20:00:00,62.0,9.0,13.197943,5.0
2018-07-18 21:00:00,62.0,9.0,0.0,4.0
2018-07-18 22:00:00,62.0,9.0,0.0,4.0
2018-07-18 23:00:00,62.0,9.0,0.0,4.0
2018-07-19 00:00:00,62.0,9.0,0.0,4.0
2018-07-19 01:00:00,62.0,9.0,0.0,4.0
2018-07-19 02:00:00,62.0,9.0,0.0,4.0
2018-07-19 03:00:00,62.0,9.0,4.3793783,5.0
2018-07-19 04:00:00,62.0,9.0,54.081863,6.0
2018-07-19 05:00:00,62.0,9.0,112.125244,6.0
2018-07-19 06:00:00,62.0,9.0,224.3074,6.0
2018-07-19 07:00:00,62.0,9.0,365.72415,6.0
2018-07-19 08:00:00,62.0,9.0,443.13965,6.0
2018-07-19 09:00:00,62.0,9.0,538.8962,6.0
2018-07-19 10:00:00,62.0,9.0,548.3253,6.0
2018-07-19 11:00:00,62.0,9.0,544.0272,6.0
2018-07-19 12:00:00,62.0,9.0,622.2899,6.0
2018-07-19 13:00:00,62.0,9.0,622.6282,6.0
2018-07-19 14:00:00,62.0,9.0,577.4192,6.0
2018-07-19 15:00:00,62.0,9.0,515.35016,6.0
2018-07-19 16:00:00,62.0,9.0,362.4011,6.0
2018-07-19 17:00:00,62.0,9.0,190.19633,6.0
2018-07-19 18:00:00,62.0,9.0,144.22269,6.0
2018-07-19 19:00:00,62.0,9.0,96.526855,6.0
2018-07-19 20:00:00,62.0,9.0,46.985596,6.0
2018-07-19 21:00:00,62.0,9.0,2.8463898,5.0
2018-07-19 22:00:00,62.0,9.0,0.0,4.0
2018-07-19 23:00:00,62.0,9.0,0.0,4.0
2018-07-20 00:00:00,62.0,9.0,0.0,4.0
2018-07-20 01:00:00,62.0,9.0,0.0,4.0
2018-07-20 02:00:00,62.0,9.0,0.0,4.0
2018-07-20 03:00:00,62.0,9.0,2.8164387,5.0
2018-07-20 04:00:00,62.0,9.0,52.86612,6.0
2018-07-20 05:00:00,62.0,9.0,127.34444,6.0
2018-07-20 06:00:00,62.0,9.0,230.54272,6.0
2018-07-20 07:00:00,62.0,9.0,266.44806,6.0
2018-07-20 08:00:00,62.0,9.0,507.68503,6.0
2018-07-20 09:00:00,62.0,9.0,652.10474,6.0
2018-07-20 10:00:00,62.0,9.0,671.6384,6.0
2018-07-20 11:00:00,62.0,9.0,524.24274,6.0
2018-07-20 12:00:00,62.0,9.0,454.9748,6.0
2018-07-20 13:00:00,62.0,9.0,576.43726,6.0
2018-07-20 14:00:00,62.0,9.0,533.03217,6.0
2018-07-20 15:00:00,62.0,9.0,490.80273,6.0
2018-07-20 16:00:00,62.0,9.0,393.48837,6.0
2018-07-20 17:00:00,62.0,9.0,299.9163,6.0
2018-07-20 18:00:00,62.0,9.0,157.85709,6.0
2018-07-20 19:00:00,62.0,9.0,86.83241,6.0
2018-07-20 20:00:00,62.0,9.0,21.201859,5.0
